ngg	1004315
orly	898173
exc	1109357
payx	723531
aph	820313
lhx	202058
gis	40704
ctva	1755672
dvn	1090012
khc	1637459
lulu	1397187
vlo	1035002
hmc	715153
bce	718940
cm	1045520
crwd	1535527
nxpi	1413447
shop	1594805
sq	1512673
wds	844551
ctas	723254
rop	882835
su	311337
tak	1395064
wday	1327811
azo	866787
kmb	55785
san	891478
syy	96021
psx	1534701
mrvl	1835632
ftnt	1262039
stla	1605484
xel	72903
smfg	1022837
aig	5272
msi	68505
cof	927628
iqv	1478242
gld	1222333
e	1002242
kmi	1506307
enph	1463101
tel	1385157
o	726728
a	1090872
lng	3570
jci	833444
wmb	107263
ajg	354190
msci	1408198
afl	4977
trv	86312
spg	1063761
anet	1596532
scco	1001838
tt	1466258
hes	4447
wcn	1318220
nue	73309
hlt	1585689
bbd	1160330
kr	56873
mchp	827054
gpn	1123360
et	1276187
pru	1137774
dlr	1297996
bntx	1776985
vod	839923
dow	1751788
dxcm	1093557
lyg	1160106
well	766704
ed	1047862
bf-a	14693
ph	76334
ea	712515
race	1648416
cve	1475260
bk	1390777
sbac	1034054
se	1703399
carr	1783180
alb	915913
apo	1858681
rmd	943819
ing	1039765
all	899051
nem	1164727
ctsh	1058290
peg	788784
mfc	1086888
tdg	1260221
wec	783325
mplx	1552000
ifnny	1107457
alc	1167379
rivn	1874178
yum	1041061
ilmn	1110803
mtb	36270
stm	932787
danoy	1048515
rost	745732
ttd	1671933
gfs	1709048
vici	1705696
dltr	935703
twtr	1418091
nwg	844150
nio	1736541
cpng	1834584
pcg	1004980
es	72741
ddog	1561550
sqm	909037
wbd	1437107
iau	1278680
wba	1618921
puk	1116578
bbva	842180
csgp	1057352
idxx	874716
ndaq	1120193
tu	868675
on	1097864
amp	820027
imo	49938
bcs	312069
keys	1601046
cmi	26172
otis	1781335
pcar	75362
biib	875045
tlk	1001807
abc	1140859
cht	1132924
eqr	906107
vrsk	1442145
ppg	79879
bax	10456
avb	915912
odfl	878927
mfg	1335730
rprx	1802768
rok	1024478
fast	815556
dell	1571996
dd	1666700
iff	51253
mtd	1037646
hpq	47217
lvs	1300514
expgy	1376891
gww	277135
ame	1037868
crh	849395
hcmly	948696
ibkr	1381197
wit	1123799
sgen	1060736
ceg	1868275
nok	924613
ppery	1461748
baesy	895564
frc	1132979
glw	24741
exr	1289490
awk	1410636
rweoy	939380
gold	756894
trow	1113169
dfs	1393612
dnbby	1498632
oke	1039684
veev	1393052
cprt	900075
hln	1900304
cqp	1383650
lyb	1489393
qsr	1618756
tsn	100493
rblx	1315098
oran	1038143
hal	45012
alny	1178670
stt	93751
slf	1097362
zs	1713683
eix	827052
caixy	1535628
dte	936340
dia	1041130
aptv	1521332
udr	74208
cbre	1138118
li	1791706
are	1035443
eric	717826
bkr	1701605
hrl	48465
clr	732834
wy	106535
dhi	882184
lcid	1811210
mdy	936958
nu	1691493
sivb	719739
epam	1352010
ferg	1832433
wegzy	1445166
dash	1792789
ebay	1065088
aee	1002910
vwdry	1330306
zm	1585521
k	55067
fitb	35527
etr	65984
siri	908937
gmab	1434265
it	749251
invh	1687229
efx	33185
bep	1533232
fnv	1456346
zbh	1136869
fang	1539838
caj	16988
cdw	1402057
dre	783280
ctra	858470
fe	1031296
ccep	1650107
arzgy	1379235
wtw	1140536
ftv	1659166
rjf	720005
ckhuy	1637120
wst	105770
ares	1176948
gpc	40987
gwlif	850918
beke	1809587
vmc	1396009
luv	92380
len	920760
ulta	1403568
anss	1013462
tef	814052
lgfry	1554394
ec	1444406
bsbr	1471055
lnngy	1447629
tsco	916365
payc	1590955
mlm	916076
ppl	922224
argx	1697862
uri	1067701
zto	1677250
hig	874766
net	1477333
lh	920148
mkc	63754
lyv	1335258
fts	1666175
ttwo	946581
codyy	1012037
spot	1639920
mt	1243429
coin	1679788
rci	733099
ste	1757898
pwr	1050915
dal	27904
mpwr	1280452
snap	1564408
yumc	1673358
rf	1281761
cnp	1130310
cf	1324404
ntrs	73124
tscdy	885834
algn	1097149
poahy	1450346
ebr	1439124
maa	912595
vrsn	1014473
hban	49196
cms	811156
moh	1179929
ir	1699150
br	1383312
ttm	926042
aem	2809
sui	912593
pba	1546066
chd	313927
vtr	740260
pfg	1126328
mos	1285785
bip	1406234
ix	1070304
gib	1061574
agr	1634997
cah	721371
cfg	759944
hei	46619
ui	1511737
ess	920522
wat	1000697
atasy	1437775
podd	1145197
ball	9389
pcrfy	63271
bro	79282
lpla	1397911
iclr	1060955
sauhy	1451279
aes	874761
teck	886986
foxa	1754301
ptaiy	1455967
amcr	1748790
clx	21076
zi	1794515
mdb	1441816
dov	29905
tdy	1094285
db	1159508
jbht	728535
anyyy	1700171
elp	1041792
wrb	11544
eqt	33213
pki	31791
mro	101778
wpc	1025378
rol	84839
bgne	1651308
bill	1786352
mtch	891103
grmn	1121788
hpe	1645590
xyl	1524472
avtr	1722482
sedg	1419612
key	91576
plug	1093691
holx	859737
ctlt	1596783
bmrn	1048477
bby	764478
fds	1013237
expe	1324424
acgl	947484
pins	1506293
tcom	1269238
cnhi	1567094
expd	746515
vfc	103379
ts	1190723
mga	749098
wab	943452
cag	23217
flt	1175454
iep	813762
swks	4127
umc	1033767
owl	1823945
trgp	1389170
phg	313216
mkl	1096343
evrg	1711269
dri	940944
syf	1601712
irm	1020569
cinf	20286
pltr	1321655
incy	879169
tyl	860731
snmry	1437771
rkt	1805284
csl	790051
j	52988
zbra	877212
ntap	1002047
hubs	1404655
iex	832101
lnt	352541
tw	1758730
tsgty	939383
aci	1646972
stld	1022671
ptcay	1547873
ato	731802
trmb	864749
psny	1884082
avy	8818
coo	711404
swmay	1011218
xpev	1810997
para	813828
entg	1101302
hldcy	811250
bio	12208
chkp	1015922
hznp	1492426
chwy	1766502
splk	1353283
gnrc	1474735
dgx	1022079
hwm	4281
ryaay	1038683
ip	51434
lbrda	1611983
sgioy	1281721
wpm	1323404
sjm	91419
amh	1562401
tru	1552033
bg	1144519
peak	765880
smpny	1669414
lkq	1065696
ssnc	1402436
jkhy	779152
akam	1086222
kmx	1170010
fslr	1274494
wmg	1319161
cpb	16732
cpt	906345
omc	29989
stx	1137789
pcty	1591698
chrw	1043277
els	895417
jrony	1438077
fmc	37785
wolf	895419
pool	945841
ptc	857005
cs	1159510
viv	1066119
etsy	1370637
tpl	1811074
nvr	906163
nice	1003935
txt	217346
ter	97210
kb	1445930
lsxma	1560385
mgm	789570
azpn	1897982
wdc	106040
l	60086
prdsy	1527249
kim	879101
tech	842023
pkx	889132
znh	1041668
fcnca	798941
bxp	1037540
ndsn	72331
ccl	815097
ovv	1792580
shg	1263043
swk	93556
twlo	1447669
sjr	932872
hst	1070750
kof	910631
ben	38777
gfasy	1389207
dpz	1286681
frfhf	915191
ctxs	877890
cboe	1374310
ldos	1336920
pkg	75677
nlok	849399
emraf	1127248
rgen	730272
bah	1443646
glpi	1575965
abmd	815094
ual	100517
wlk	1262823
docu	1261333
wtrg	78128
chk	895126
ce	1306830
dar	916540
fhn	36966
apa	1841666
ni	1111711
rpm	110621
ar	1433270
asx	1122411
u	1810806
gddy	1609711
htht	1483994
ccj	1009001
grab	1855612
hubb	48898
rcl	884887
vtrs	1792044
cg	1527166
icl	941221
sna	91440
rs	861884
cck	1219601
nfe	1749723
mas	62996
ssl	314590
erie	922621
dt	1773383
wms	1604028
suz	909327
sbny	1288784
aer	1378789
fnf	1331875
emn	915389
rexr	1571283
nly	1043219
eqh	1333986
lw	1679273
fico	814547
dino	1915657
tfx	96943
snn	845982
tap	24545
y	775368
xp	1787425
afg	1042046
has	46080
wso	105016
bouyy	1445475
cea	1030475
jxhly	1487533
ggg	42888
ipg	51644
re	1095073
bsy	1031308
crl	1100682
zshgy	1495686
tost	1650164
cma	28412
ryan	1849253
ptbry	1504122
lsi	944314
aap	1158449
cuk	1125259
wes	1423902
hkd	1809691
mgddy	896076
cna	21175
dqjcy	1446597
bhvn	1689813
nmr	1163653
uhal	4457
reg	910606
bj	1531152
ateyy	1158838
cube	1298675
ewbc	1069157
bki	1627014
bntgy	1533945
vst	1692819
qgen	1015820
mmp	1126975
acm	868857
ally	40729
dox	1062579
gfl	1780232
jhx	1159152
bap	1001290
ihg	858446
morn	1289419
wrk	1732845
srpt	873303
teva	818686
czr	1590895
swav	1642545
lumn	18926
app	1751008
okta	1660134
dish	1001082
nwsa	1564708
nbix	914475
nrg	1013871
uthr	1082554
wsm	719955
tpg	1880661
h	1468174
hsic	1000228
arcc	1287750
wpp	806968
gl	320335
nlsn	1492633
mktx	1278021
lamr	1090425
sci	89089
bz	1842827
fms	1333141
roku	1428439
asxfy	1449003
burl	1579298
lbtya	1570585
rrx	82811
cday	1725057
bch	1161125
clf	764065
agl	1831097
gshn	1639327
armk	1584509
phm	822416
glob	1557860
qrvo	1604778
jazz	1232524
ffiv	1048695
bldr	1316835
aa	1675149
lnvgy	932477
zen	1463172
mtn	812011
hii	1501585
jnpr	1043604
dks	1089063
hr	1360604
ttc	737758
aqn	1174169
nvcr	1645113
deck	910521
tfii	1588823
remyy	1552653
rcm	1910851
snx	1177394
zg	1617640
aal	6201
kep	887225
lii	1069202
bdnny	1446457
bwa	908255
manh	1056696
wsc	1647088
lu	1816007
cfr	39263
bbwi	701985
rdy	1135951
eslt	1027664
fnd	1507079
vivhy	1127055
aeg	769218
adooy	1489079
pstg	1474432
dscsy	1671750
hood	1783879
mpw	1287865
flex	866374
axon	1069183
zion	109380
rhi	315213
gme	1326380
alle	1579241
aiz	1267238
whr	106640
aos	91142
pnw	764622
rga	898174
prymy	1437672
brkr	1109354
lnc	59558
glpey	1385535
gtlb	1653482
tpr	1116132
g	1398659
estc	1707753
wbs	801337
swn	7332
kkoyy	1436794
sgfy	1828182
cbsh	22356
frt	34903
dva	927066
uso	1327068
agco	880266
wal	1212545
oc	1370946
jll	1037976
slvyy	930826
dbx	1467623
chng	1756497
olpx	1868726
oge	1021635
fbhs	1519751
jbl	898293
paa	1070423
lea	842162
mat	63276
krtx	1771917
ugi	884614
skm	1015650
clvt	1764046
logi	1032975
casy	726958
pag	1019849
masi	937556
swch	1710583
knx	1492691
rrc	315852
otex	1002638
run	1469367
cold	1455863
midd	769520
avlr	1348036
leco	59527
tme	1744676
car	723612
dcp	1338065
pfgc	1618673
oln	74303
see	1012100
tixt	1825155
alsmy	1062066
nnn	751364
ivz	914208
celh	1341766
path	1734722
aseky	1450206
uelmo	100826
five	1177609
jef	96223
dkng	1883685
cms-pb	201533
pcor	1611052
jpxgy	1600520
ohi	888491
cgnx	851205
stor	1538990
dlo	1846832
chdn	20212
unm	5513
s	1583708
pen	1321732
bsac	1027552
pnr	77360
cflt	1699838
pso	938323
seic	350894
cwen	1567683
adt	1703056
ggb	1073404
ymm	1838413
grfs	1438569
achc	1520697
lscc	855658
nxst	1142417
ogn	1821825
rkuny	1294591
rba	1046102
apls	1492422
nwl	814453
uhs	352915
stwd	1465128
afrm	1820953
egp	49600
ttek	831641
roll	1324948
bili	1723690
edr	1766363
gfi	1172724
wfg	1402388
bsmx	1698287
pac	1347557
wcc	929008
gtls	892553
pags	1712807
dlb	1308547
xray	818479
sbs	1170858
arw	7536
bery	1378992
mhk	851968
xm	1747748
isday	1224306
hrb	12659
pgy	1883085
lad	1023128
gpk	1408075
exas	1124140
wynn	1174922
mdiby	1379481
nep	1603145
elan	1739104
miufy	1447113
che	19584
usfd	1665918
fr	921825
wex	1309108
atr	896622
levi	94845
ori	74260
mssmy	1710864
cib	1071371
legn	1801198
mtdr	1520006
htz	1657853
cpri	1530721
hesm	1789832
nov	1021860
osh	1564406
bepc	1791863
futu	1754581
vips	1529192
csan	1430162
yndx	1513845
mtlhy	1446418
kbr	1357615
brx	1581068
musa	1573516
rh	1528849
mgy	1698990
gol	1291733
pii	931015
cnxc	1803599
thc	70318
cacc	885550
mksi	1049502
oukpy	1436786
asr	1123452
iot	1642896
ions	874015
nsa	1618563
cien	936395
airc	1820877
clh	822818
an	350698
coty	1024305
fybr	20520
ppc	802481
alv	1034670
sf	720672
caci	16058
rl	1037038
nfg	70145
st	1477294
cvna	1690820
dnb	1799208
docs	1516513
dci	29644
pb	1068851
cabo	1632127
chh	1046311
plnt	1637207
fivn	1288847
sbsw	1786909
gntx	355811
kt	892450
lyft	1759509
onon	1858985
synh	1610950
pdce	77877
phi	78150
infa	1868778
pnfp	1115055
son	91767
rgld	85535
trq	1158041
accyy	1049183
tx	1342874
itt	216228
agnc	1423689
gmed	1237831
mtz	15615
cybr	1598110
mdu	67716
shlx	1610466
ssb	764038
voya	1535929
dseey	1481045
wh	1722684
xpo	1166003
rnr	913144
mur	717423
lthm	1742924
bokf	875357
nvst	1757073
dxc	1688568
nclh	1513761
qlys	1107843
iac	1800227
sym	1837240
ffin	36029
wf	1264136
txrh	1289460
vmi	102729
bros	1866581
fsk	1422183
byd	906553
vly	714310
snv	18349
opch	1014739
bld	1633931
gh	1576280
eme	105634
blco	1860742
mp	1801368
chpt	1777393
cae	1173382
bpop	763901
uwmc	1783398
adc	917251
x	1163302
hog	793952
timb	1826168
insp	1609550
cccs	1818201
krc	1025996
reyn	1786431
cig	1157557
skx	1065837
slv	1330568
alk	766421
nvt	1720635
mrvi	1823239
lnth	1521036
exls	1297989
cx	1076378
stag	1479094
dsgx	1050140
ash	1674862
cw	26324
au	1067428
gwre	1528396
wwd	108312
gil	1061894
halo	1159036
drvn	1804745
chrd	1486159
site	1650729
exel	939767
qdel	1906324
wu	1365135
ccoey	1551467
axta	1616862
vac	1524358
irdm	1418819
lfus	889331
hcp	1720671
mndy	1845338
vno	899689
fsv	1637810
gbci	868671
src	1308606
asnd	1612042
flo	1128928
hqy	1428336
sm	893538
ingr	1046257
knsl	1669162
ayi	1144215
ida	1057877
faf	1472787
hli	1302215
lysdy	1444327
pycr	1839439
civi	1509589
lite	1633978
dooo	1748797
cc	1627223
dtm	1842022
four	1794669
dds	28917
bc	14930
w	1616707
gxo	1852244
swx	1692115
fcn	887936
cwan	1866368
hun	1307954
trex	1069878
lstr	853816
tmx	1428875
stn	1131383
crcby	1553915
tdoc	1477449
bipc	1788348
ora	1296445
mndt	1370880
dava	1656081
osk	775158
cr	25445
ryn	52827
nati	935494
saia	1177702
wtfc	1015328
post	1530950
coup	1385867
phys	1477049
nyt	71691
saic	1571123
prgo	1585364
glbe	1835963
slgn	849869
dna	1830214
crsp	1674416
tol	794170
ehc	785161
ntnx	1618732
vnom	1602065
cytk	1061983
wwe	1091907
penn	921738
leg	58492
ntra	1604821
rli	84246
vvv	1674910
orcc	1655888
hxl	717605
oled	1005284
bkh	1130464
tnet	937098
cigi	913353
asgn	890564
bmbl	1830043
lhcg	1303313
zws	1439288
medp	1668397
sofi	1818874
amg	1004434
vrt	1674101
be	1664703
cmc	22444
tsem	928876
zlab	1704292
enlc	1592000
ozk	1569650
onb	707179
crox	1334036
bxmt	1061630
sigi	230557
bwxt	1486957
tkr	98362
amc	1411579
ubsi	729986
asai	1834048
m	794367
itci	1567514
spwr	867773
hgv	1674168
ntla	1652130
smar	1366561
dq	1477641
tgna	39899
am	1623925
jsgry	1442656
syna	817720
cere	1805387
homb	1331520
expo	851520
pdo	1798618
ensg	1125376
bak	1071438
atus	1702780
msa	66570
novt	1076930
iaa	1745041
jscpy	1449005
trno	1476150
tpx	1206264
amkr	1047127
pri	1475922
ufpi	912767
pdi	1510599
dv	1819928
cade	1299939
rog	84748
irtc	1388658
rhp	1040829
lnw	750004
lanc	57515
esi	1590714
stvn	1849853
lkncy	1767582
hp	46765
srcl	861878
thg	944695
qs	1811414
pltk	1828016
bncdy	1667075
eva	1592057
mrtx	1576263
ayx	1689923
adrzy	1436467
omcl	926326
por	784977
tenb	1660280
staa	718937
gds	1526125
omf	1584207
ipgp	1111928
nycb	910073
wts	795403
athm	1527636
kgc	701818
prva	1759655
colm	1050797
axs	1214816
sfbs	1430723
irt	1466085
chx	1723089
gbt	1629137
asan	1477720
amn	1142750
exp	918646
bpmc	1597264
eeft	1029199
edu	1372920
alit	1809104
auy	1264089
nvei	1765159
spsc	1092699
mtg	876437
wb	1595761
ubsfy	1446702
msm	1003078
algm	866291
aqua	1604643
tho	730263
bkgfy	1447137
slab	1038074
shc	1822479
peco	1476204
sim	887153
den	945764
fizz	69891
krg	1286043
ncr	70866
unvr	1494319
aso	1817358
gety	1898496
he	354707
dei	1364250
bl	1666134
seb	88121
crk	23194
ogs	1587732
wen	30697
esnt	1448893
umbf	101382
wing	1636222
ritm	1556593
rng	1384905
psn	275880
fibk	860413
cwst	911177
curlf	1756770
coke	317540
mq	1522540
newr	1448056
bcpc	9326
cuz	25232
nsp	1000753
hwc	750577
lac	1440972
ntco	1776967
ab	825313
docn	1582961
twks	1866550
njr	356309
fnb	37808
pinc	1577916
crus	772406
sji	91928
sam	949870
ait	109563
al	1487712
is	1837430
frsh	1544522
mituy	1446420
wns	1356570
jhg	1274173
ftch	1740915
atco	1794846
iart	917520
kex	56047
altr	1701732
cbt	16040
bxsl	1736035
nari	1531048
icui	883984
woof	1826470
etrn	1747009
fls	30625
lpx	60519
fele	38725
cnm	1856525
fti	1681459
txg	1770787
pbf	1534504
evo	1412558
brze	1676238
act	1823529
doc	1574540
pnm	1108426
wix	1576789
bfam	1437578
pvh	78239
val	314808
ati	1018963
arwr	879407
vet	1293135
avt	8858
beam	1745999
awi	7431
cpg	1545851
azta	933974
powi	833640
tfsl	1381668
sndr	1692063
amed	896262
mtsi	1493594
wtm	776867
foxf	1424929
r	85961
slm	1032033
lpl	1290109
ncno	1902733
pgny	1551306
umpq	1077771
gt	42582
hae	313143
duol	1562088
avnt	1122976
flr	1124198
mant	892537
alks	1520262
ambp	1845097
you	1856314
ssd	920371
sid	1049659
dnp	806628
amrc	1488139
virt	1592386
box	1372612
msgs	1636519
fcfs	840489
evr	1360901
uaa	1336917
hlne	1433642
dnli	1714899
trtn	1660734
zim	1654126
man	871763
ptct	1070081
hgty	1840776
evh	1628908
ay	1601072
calx	1406666
slfpy	1370418
abg	1144980
vlpny	1378984
seas	1564902
igt	1619762
wk	1445305
apg	1796209
axnx	1603756
fn	1408710
grp-un	1564538
go	1771515
becn	1124941
aple	1418121
zd	1084048
fix	1035983
mms	1032220
sr	1126956
btg	1429937
ccxi	1340652
bcucy	1581285
tnl	1361658
ajrd	40888
tv	912892
olli	1639300
bhf	1685040
atkr	1666138
cns	1284812
spt	1517375
ebc	1810546
gps	39911
fl	850209
mxchy	1435969
indb	776901
bnl	1424182
cvbf	354647
tndm	1438133
kss	885639
vc	1111335
hri	1364479
golf	1672013
ful	39368
alsn	1411207
eurn	1604481
mli	89439
onto	704532
laz	1311370
erf	1126874
trip	1526520
appf	1433195
alrm	1459200
hasi	1561894
ucbi	857855
tal	1499620
bbmpy	1553920
frhc	924805
bb	1070235
cbu	723188
ale	66756
aval	1504764
mmsi	856982
pton	1639825
lfst	1845257
cwk	1628369
esmt	1863105
irdey	1530256
knbe	1664998
nea	1195737
smci	1375365
abcm	1492074
cef	1726122
crc	1609253
brfs	1122491
hiw	921082
gbtg	1820872
vnt	1786842
joby	1819848
sbra	1492298
rare	1515673
sum	1621563
we	1813756
appn	1441683
rdn	890926
mmyt	1495153
hhc	1498828
esgr	1363829
stgw	876883
bsm	1621434
rpd	1560327
unf	717954
lazr	1758057
cvi	1376139
gatx	40211
whd	1699136
fhb	36377
sun	1552275
brbr	1772016
ago	1273813
dfihy	871459
sem	1320414
sxt	310142
tdc	816761
wd	1497770
step	1796022
btu	1064728
dy	67215
envx	1828318
yeti	1670592
paas	771992
sky	90896
onem	1404123
aeis	927003
pch	1338749
ael	1039828
egfey	1437178
epr	1045450
sfm	1575515
pk	1617406
abcb	351569
gtes	1718512
pega	1013857
vrns	1361113
cano	1800682
inst	1841804
cnx	1070412
sqsp	1496963
jbt	1433660
dufry	1546354
pten	889900
banf	760498
twnk	1644406
pacw	1102112
diod	29002
srad	1836470
out	1579877
mcw	1853513
viav	912093
dea	1622194
arlp	1086600
adnt	1670541
nova	1772695
eprt	1728951
kwr	81362
abcl	1703057
smg	825542
fold	1178879
hbi	1359841
gef	43920
glpg	1421876
cwt	1035201
boh	46195
cxm	1569345
aur	1828108
gsat	1366868
rezi	1740332
fhi	1056288
rlay	1812364
ihcpf	1508633
cd	1807192
wsfs	828944
caty	861842
delky	1361371
slg	1040971
asmvy	1447945
awr	1056903
ottr	1466593
spr	1364885
coop	933136
vsbc	1697884
kmpr	860748
ppbi	1028918
asb	7789
alhc	1832466
nwe	73088
abm	771497
livn	1639691
glng	1207179
jwn	72333
ceqp	1136352
main	1396440
open	1801169
taipy	1716957
hpk	1792849
sfnc	90498
aaon	824142
smpl	1702744
jks	1481513
nomd	1651717
neu	1282637
nni	1258602
tcbi	1077428
dbrg	1679688
vicr	751978
nsit	932696
ofc	860546
pagp	1581990
lcii	763744
trup	1371285
azek	1782754
ava	104918
si	1312109
cri	1060822
iijiy	1090633
chffy	1601994
shls	1831651
mc	1596967
pzza	901491
eqc	803649
lspd	1823306
bzzuy	1437774
cnmd	816956
gtbif	1795139
pslv	1494728
insm	1104506
vir	1706431
mxl	1288469
psec	1287032
agi	1178819
ssrm	921638
nhi	877860
mstr	1050446
tmbby	1531740
tcn	1584425
stne	1745431
cpa	1345105
evop	1704596
env	1337619
lxp	910108
bku	1504008
sig	832988
cvet	1752836
tkc	1071321
eye	1710155
hele	916789
ee	1888447
chgg	1364954
iq	1722608
nvmi	1109345
kos	1509991
matx	3453
ugp	1094972
mth	833079
flyw	1580560
pfsi	1745916
sitc	894315
bdc	913142
pwsc	1835681
pegry	1455633
vsco	1856437
nvg	1090116
tmhc	1562476
rnw	1848763
kfy	56679
ggal	1114700
bmi	9092
jamf	1721947
fro	913290
aca	1739445
arnc	1790982
nad	1083839
mgee	1161728
aaww	1135185
pjt	1626115
calm	16160
hi	1417398
dbc	1328237
rmbs	917273
vsat	797721
acad	1070494
sanm	897723
ulcc	1670076
jxn	1822993
arry	1820721
lbrt	1694028
jjsf	785956
nxrt	1620393
vsh	103730
cort	1088856
enov	1420800
ibtx	1564618
hrmy	1802665
csiq	1375877
inmd	1742692
sfrgy	1571549
crvl	874866
xmtr	1657573
lesl	1821806
ypf	904851
sgry	1638833
fult	700564
btegf	1279495
mrcy	1049521
hubg	940942
fate	1434316
vrnt	1166388
rusha	1012019
fbp	1057706
ghc	104889
gdrx	1809519
amba	1280263
impjy	1437538
rklb	1819994
blkb	1280058
ain	819793
crgy	1866175
gkos	1192448
dorm	868780
spxc	88205
gpi	1031203
jblu	1158463
ngvt	1653477
bhc	885590
cvt	1827075
dkl	1552797
lope	1434588
omab	1378239
furcf	1559444
ens	1289308
rig	1451505
axsm	1579428
iipr	1677576
atgsy	1437541
fwrd	912728
bco	78890
utf	1275617
pdco	891024
ahco	1725255
comm	1517228
ibp	1580905
mntk	1826600
stng	1483934
simo	1329394
cpe	928022
iboc	315709
ipar	822663
cert	1827090
uilcy	1449580
prft	1085869
aimc	1374535
wdfc	105132
unfi	1020859
mlco	1381640
arvn	1655759
pbh	1295947
aciw	935036
abr	1253986
este	10254
focs	1651052
plxs	785786
ccoi	1158324
lth	1869198
wor	108516
fsr	1720990
kbh	795266
meoh	886977
arch	1037676
tac	1144800
cbrl	1067294
pcrx	1396814
exg	1379438
jbgs	1689796
zgn	1877787
wly	107140
xrx	1770450
wern	793074
azihy	1533475
aub	883948
stem	1758766
roiv	1635088
kw	1408100
bcc	1328581
hayw	1834622
tell	61398
ifs	1615903
sgml	1848309
vrrm	1682745
avav	1368622
bcrx	882796
mog-a	67887
klic	56978
spb	109177
enic	1659939
mgpi	835011
tcnnf	1754195
fun	811532
sage	1597553
ttec	1013880
kd	1867072
amr	1704715
yelp	1345016
hcm	1648257
twst	1581280
nvax	1000694
ths	1320695
nog	1104485
evgo	1821159
safe	1688852
hl	719413
nmrk	1690680
fss	277509
save	1498710
esab	1877322
brdg	1854401
hlf	1180262
wire	850460
ax	1299709
tr	98677
ping	1679826
nuva	1142596
colb	887343
frme	712534
ozon	1822829
shoo	913241
tex	97216
agti	1749704
bldp	1453015
peb	1474098
eqrx	1843762
iba	1044896
qtwo	1410384
sho	1295810
evcm	1853145
bpxxy	1567024
rrr	1653653
cvlt	1169561
clbk	1723596
lfg	1823766
manu	1549107
usm	821130
nkla	1731289
cmtg	1666291
gbdc	1476765
pi	1114995
gbtc	1588489
upwk	1627475
xene	1582313
prmw	884713
